# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-12 11:33:50 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06933500 Gasconade River at Jerome, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06933500
#            TS   parameter     statistic     Description
#         75905       00065     30800     Gage height, feet (Observation at 08:00 AM)
#         75906       00060     00003     Discharge, cubic feet per second (Mean)
#         75907       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	75905_00065_30800	75905_00065_30800_cd	75906_00060_00003	75906_00060_00003_cd
USGS	06933500	2011-12-13	2.60	A	1430	A
USGS	06933500	2011-12-14	2.61	A	1500	A
USGS	06933500	2011-12-15	3.22	A	2060	A
USGS	06933500	2011-12-16	3.28	A	2360	A
USGS	06933500	2011-12-17	4.40	A	3990	A
USGS	06933500	2011-12-18	5.04	A	4620	A
USGS	06933500	2011-12-19	4.39	A	3670	A
USGS	06933500	2011-12-20	4.51	A	4060	A
USGS	06933500	2011-12-21	4.84	A	4490	A
USGS	06933500	2011-12-22	5.38	A	5590	A
USGS	06933500	2011-12-23	5.76	A	5810	A
USGS	06933500	2011-12-24	4.98	A	4580	A
USGS	06933500	2011-12-25	4.40	A	3670	A
USGS	06933500	2011-12-26	4.00	A	3100	A
USGS	06933500	2011-12-27	3.83	A	2880	A
USGS	06933500	2011-12-28	3.67	A	2660	A
USGS	06933500	2011-12-29	3.65	A	2680	A
USGS	06933500	2011-12-30	3.72	A	2750	A
USGS	06933500	2011-12-31	3.64	A	2610	A
USGS	06933500	2012-01-01	3.48	A	2400	A
USGS	06933500	2012-01-02	3.29	A	2190	A
USGS	06933500	2012-01-03	3.11	A	1950	A
USGS	06933500	2012-01-04	2.97	A	1800	A
USGS	06933500	2012-01-05	2.85	A	1670	A
USGS	06933500	2012-01-06	2.75	A	1560	A
USGS	06933500	2012-01-07	2.67	A	1480	A
USGS	06933500	2012-01-08	2.59	A	1400	A
USGS	06933500	2012-01-09	2.52	A	1340	A
USGS	06933500	2012-01-10	2.47	A	1280	A
USGS	06933500	2012-01-11	2.43	A	1250	A
USGS	06933500	2012-01-12	2.41	A	1220	A
USGS	06933500	2012-01-13	2.34	A	1170	A
USGS	06933500	2012-01-14	2.31	A	1140	A
USGS	06933500	2012-01-15	2.28	A	1110	A
USGS	06933500	2012-01-16	2.25	A	1090	A
USGS	06933500	2012-01-17	2.28	A	1100	A
USGS	06933500	2012-01-18	2.21	A	1060	A
USGS	06933500	2012-01-19	2.18	A	1030	A
USGS	06933500	2012-01-20	2.15	A	1010	A
USGS	06933500	2012-01-21	2.13	A	988	A
USGS	06933500	2012-01-22	2.10	A	966	A
USGS	06933500	2012-01-23	2.09	A	961	A
USGS	06933500	2012-01-24	2.07	A	941	A
USGS	06933500	2012-01-25	2.05	A	950	A
USGS	06933500	2012-01-26	2.19	A	1120	A
USGS	06933500	2012-01-27	2.53	A	1850	A
USGS	06933500	2012-01-28	3.96	A	3050	A
USGS	06933500	2012-01-29	4.21	A	3430	A
USGS	06933500	2012-01-30	4.11	A	3240	A
USGS	06933500	2012-01-31	3.79	A	2790	A
USGS	06933500	2012-02-01	3.53	A	2460	A
USGS	06933500	2012-02-02	3.31	A	2190	A
USGS	06933500	2012-02-03	3.13	A	2000	A
USGS	06933500	2012-02-04	4.17	A	3240	A
USGS	06933500	2012-02-05	4.23	A	3970	A
USGS	06933500	2012-02-06	5.43	A	5520	A
USGS	06933500	2012-02-07	5.48	A	5390	A
USGS	06933500	2012-02-08	4.88	A	4440	A
USGS	06933500	2012-02-09	4.39	A	3670	A
USGS	06933500	2012-02-10	4.05	A	3170	A
USGS	06933500	2012-02-11	3.78	A	2780	A
USGS	06933500	2012-02-12	3.53	A	2460	A
USGS	06933500	2012-02-13	3.35	A	2260	A
USGS	06933500	2012-02-14	3.26	A	2130	A
USGS	06933500	2012-02-15	3.17	A	2210	A
USGS	06933500	2012-02-16	3.88	A	2960	A
USGS	06933500	2012-02-17	4.89	A	4830	A
USGS	06933500	2012-02-18	5.61	A	5740	A
USGS	06933500	2012-02-19	5.29	A	5130	A
USGS	06933500	2012-02-20	4.78	A	4270	A
USGS	06933500	2012-02-21	4.40	A	3650	A
USGS	06933500	2012-02-22	4.08	A	3170	A
USGS	06933500	2012-02-23	3.85	A	2850	A
USGS	06933500	2012-02-24	3.67	A	2580	A
USGS	06933500	2012-02-25	3.46	A	2320	A
USGS	06933500	2012-02-26	3.28	A	2100	A
USGS	06933500	2012-02-27	3.13	A	1920	A
USGS	06933500	2012-02-28	2.97	A	1760	A
USGS	06933500	2012-02-29	2.94	A	1730	A
USGS	06933500	2012-03-01	2.95	A	1650	A
USGS	06933500	2012-03-02	2.81	A	1610	A
USGS	06933500	2012-03-03	2.84	A	1630	A
USGS	06933500	2012-03-04	2.79	A	1580	A
USGS	06933500	2012-03-05	2.70	A	1470	A
USGS	06933500	2012-03-06	2.61	A	1380	A
USGS	06933500	2012-03-07	2.53	A	1300	A
USGS	06933500	2012-03-08	2.63	A	1430	A
USGS	06933500	2012-03-09	2.72	A	1500	A
USGS	06933500	2012-03-10	2.63	A	1410	A
USGS	06933500	2012-03-11	2.56	A	1350	A
USGS	06933500	2012-03-12	2.61	A	1400	A
USGS	06933500	2012-03-13	2.55	A	1320	A
USGS	06933500	2012-03-14	2.57	A	1430	A
USGS	06933500	2012-03-15	2.73	A	3880	A
USGS	06933500	2012-03-16	5.10	A	5550	A
USGS	06933500	2012-03-17	3.56	A	2460	A
USGS	06933500	2012-03-18	3.48	A	2320	A
USGS	06933500	2012-03-19	3.24	A	2040	A
USGS	06933500	2012-03-20	3.06	A	1870	A
USGS	06933500	2012-03-21	5.49	A	8170	A
USGS	06933500	2012-03-22	12.79	A	26600	A
USGS	06933500	2012-03-23	17.28	A	40500	A
USGS	06933500	2012-03-24	19.97	A	43500	A
USGS	06933500	2012-03-25	12.34	A	19500	A
USGS	06933500	2012-03-26	8.04	A	10100	A
USGS	06933500	2012-03-27	6.71	A	7540	A
USGS	06933500	2012-03-28	5.88	A	6110	A
USGS	06933500	2012-03-29	5.30	A	5160	A
USGS	06933500	2012-03-30	4.86	A	4440	A
USGS	06933500	2012-03-31	4.52	A	3860	A
USGS	06933500	2012-04-01	4.24	A	3420	A
USGS	06933500	2012-04-02	4.02	A	3080	A
USGS	06933500	2012-04-03	3.80	A	2770	A
USGS	06933500	2012-04-04	3.59	A	2500	A
USGS	06933500	2012-04-05	3.91	A	2940	A
USGS	06933500	2012-04-06	4.05	A	3260	A
USGS	06933500	2012-04-07	3.88	A	2840	A
USGS	06933500	2012-04-08	3.52	A	2380	A
USGS	06933500	2012-04-09	3.28	A:e	2100	A
USGS	06933500	2012-04-10	3.11	A	1900	A
USGS	06933500	2012-04-11	2.96	A	1740	A
USGS	06933500	2012-04-12	2.84	A	1610	A
USGS	06933500	2012-04-13	2.75	A	1760	A
USGS	06933500	2012-04-14	4.43	A	4900	A
USGS	06933500	2012-04-15	5.35	A	5310	A
USGS	06933500	2012-04-16	5.37	A	5210	A
USGS	06933500	2012-04-17	5.11	A	4880	A
USGS	06933500	2012-04-18	4.72	A	4180	A
USGS	06933500	2012-04-19	4.28	A	3520	A
USGS	06933500	2012-04-20	3.91	A	3000	A
USGS	06933500	2012-04-21	3.60	A	2590	A
USGS	06933500	2012-04-22	3.34	A	2290	A
USGS	06933500	2012-04-23	3.15	A	2060	A
USGS	06933500	2012-04-24	2.96	A	1860	A
USGS	06933500	2012-04-25	2.85	A	1730	A
USGS	06933500	2012-04-26	2.75	A	1620	A
USGS	06933500	2012-04-27	2.65	A	1520	A
USGS	06933500	2012-04-28	2.58	A	1460	A
USGS	06933500	2012-04-29	2.52	A	1390	A
USGS	06933500	2012-04-30	2.47	A	1360	A
USGS	06933500	2012-05-01	2.46	A	1330	A
USGS	06933500	2012-05-02	2.42	A	1300	A
USGS	06933500	2012-05-03	2.38	A	1270	A
USGS	06933500	2012-05-04	2.36	A	1250	A
USGS	06933500	2012-05-05	2.37	A	1250	A
USGS	06933500	2012-05-06	2.32	A	1200	A
USGS	06933500	2012-05-07	2.26	A	1150	A
USGS	06933500	2012-05-08	2.20	A	1100	A
USGS	06933500	2012-05-09	2.14	A	1040	A
USGS	06933500	2012-05-10	2.09	A	1000	A
USGS	06933500	2012-05-11	2.04	A	966	A
USGS	06933500	2012-05-12	2.00	A	935	A
USGS	06933500	2012-05-13	1.97	A	909	A
USGS	06933500	2012-05-14	1.94	A	884	A
USGS	06933500	2012-05-15	1.90	A	855	A
USGS	06933500	2012-05-16	1.88	A	837	A
USGS	06933500	2012-05-17	1.85	A	815	A
USGS	06933500	2012-05-18	1.83	A	796	A
USGS	06933500	2012-05-19	1.80	A	780	A
USGS	06933500	2012-05-20	1.78	A	765	A
USGS	06933500	2012-05-21	1.76	A	750	A
USGS	06933500	2012-05-22	1.73	A	727	A
USGS	06933500	2012-05-23	1.72	A	716	A
USGS	06933500	2012-05-24	1.70	A	702	A
USGS	06933500	2012-05-25	1.69	A	696	A
USGS	06933500	2012-05-26	1.68	A	686	A
USGS	06933500	2012-05-27	1.65	A	670	A
USGS	06933500	2012-05-28	1.63	A	656	A
USGS	06933500	2012-05-29	2.07	A	1360	A
USGS	06933500	2012-05-30	2.09	A	1000	A
USGS	06933500	2012-05-31	2.17	A	1030	A
USGS	06933500	2012-06-01	1.95	A	876	A
USGS	06933500	2012-06-02	1.82	A	785	A
USGS	06933500	2012-06-03	1.76	A	750	A
USGS	06933500	2012-06-04	1.75	A	738	A
USGS	06933500	2012-06-05	1.72	A	715	A
USGS	06933500	2012-06-06	1.68	A	691	A
USGS	06933500	2012-06-07	1.66	A	680	A
USGS	06933500	2012-06-08	1.64	A	666	A
USGS	06933500	2012-06-09	1.62	A	649	A
USGS	06933500	2012-06-10	1.60	A	635	A
USGS	06933500	2012-06-11	1.59	A	635	A
USGS	06933500	2012-06-12	1.60	A	639	A
USGS	06933500	2012-06-13	1.62	A	656	A
USGS	06933500	2012-06-14	1.65	A	668	A
USGS	06933500	2012-06-15	1.61	A	645	A
USGS	06933500	2012-06-16	1.62	A	650	A
USGS	06933500	2012-06-17	2.04	A	951	A
USGS	06933500	2012-06-18	1.87	A	794	A
USGS	06933500	2012-06-19	1.73	A	707	A
USGS	06933500	2012-06-20	1.68	A	669	A
USGS	06933500	2012-06-21	1.63	A	641	A
USGS	06933500	2012-06-22	1.64	A	649	A
USGS	06933500	2012-06-23	1.61	A	627	A
USGS	06933500	2012-06-24	1.58	A	606	A
USGS	06933500	2012-06-25	1.55	A	587	A
USGS	06933500	2012-06-26	1.52	A	566	A
USGS	06933500	2012-06-27	1.49	A	549	A
USGS	06933500	2012-06-28	1.47	A	537	A
USGS	06933500	2012-06-29	1.45	A	527	A
USGS	06933500	2012-06-30	1.44	A	519	A
USGS	06933500	2012-07-01	1.42	A	510	A
USGS	06933500	2012-07-02	1.41	A	503	A
USGS	06933500	2012-07-03	1.44	A	513	A
USGS	06933500	2012-07-04	1.40	A	501	A
USGS	06933500	2012-07-05	1.40	A	494	A
USGS	06933500	2012-07-06	1.39	A	490	A
USGS	06933500	2012-07-07	1.39	A	491	A
USGS	06933500	2012-07-08	1.39	A	491	A
USGS	06933500	2012-07-09	1.48	A	531	A
USGS	06933500	2012-07-10	1.44	A	516	A
USGS	06933500	2012-07-11	1.40	A	493	A
USGS	06933500	2012-07-12	1.38	A	485	A
USGS	06933500	2012-07-13	1.38	A	489	A
USGS	06933500	2012-07-14	1.44	A	511	A
USGS	06933500	2012-07-15	1.38	A	491	A
USGS	06933500	2012-07-16	1.38	A	488	A
USGS	06933500	2012-07-17	1.37	A	483	A
USGS	06933500	2012-07-18	1.38	A	486	A
USGS	06933500	2012-07-19	1.38	A	486	A
USGS	06933500	2012-07-20	1.38	A	482	A
USGS	06933500	2012-07-21	1.37	A	478	A
USGS	06933500	2012-07-22	1.36	A	474	A
USGS	06933500	2012-07-23	1.36	A	470	A
USGS	06933500	2012-07-24	1.34	A	461	A
USGS	06933500	2012-07-25	1.33	A	456	A
USGS	06933500	2012-07-26	1.32	A	452	A
USGS	06933500	2012-07-27	1.32	A	452	A
USGS	06933500	2012-07-28	1.32	A	452	A
USGS	06933500	2012-07-29	1.32	A	452	A
USGS	06933500	2012-07-30	1.32	A	452	A
USGS	06933500	2012-07-31	1.33	A	452	A
USGS	06933500	2012-08-01	1.32	A	449	A
USGS	06933500	2012-08-02	1.31	A	446	A
USGS	06933500	2012-08-03	1.31	A	446	A
USGS	06933500	2012-08-04	1.36	A	462	A
USGS	06933500	2012-08-05	1.33	A	456	A
USGS	06933500	2012-08-06	1.32	A	450	A
USGS	06933500	2012-08-07	1.32	A	450	A
USGS	06933500	2012-08-08	1.31	A	450	A
USGS	06933500	2012-08-09	1.32	A	450	A
USGS	06933500	2012-08-10	1.31	A	445	A
USGS	06933500	2012-08-11	1.30	A	441	A
USGS	06933500	2012-08-12	1.30	A	439	A
USGS	06933500	2012-08-13	1.30	A	439	A
USGS	06933500	2012-08-14	1.30	A	441	A
USGS	06933500	2012-08-15	1.31	A	442	A
USGS	06933500	2012-08-16	1.30	A	438	A
USGS	06933500	2012-08-17	1.33	A	453	A
USGS	06933500	2012-08-18	1.36	A	470	A
USGS	06933500	2012-08-19	1.34	A	460	A
USGS	06933500	2012-08-20	1.33	A	454	A
USGS	06933500	2012-08-21	1.31	A	446	A
USGS	06933500	2012-08-22	1.30	A	439	A
USGS	06933500	2012-08-23	1.34	A	465	A
USGS	06933500	2012-08-24	1.36	A	469	A
USGS	06933500	2012-08-25	1.33	A	460	A
USGS	06933500	2012-08-26	1.35	A	472	A
USGS	06933500	2012-08-27	1.35	A	465	A
USGS	06933500	2012-08-28	1.32	A	451	A
USGS	06933500	2012-08-29	1.31	A	444	A
USGS	06933500	2012-08-30	1.30	A	438	A
USGS	06933500	2012-08-31	1.32	A	486	A
USGS	06933500	2012-09-01	1.48	A	550	A
USGS	06933500	2012-09-02	1.45	A	529	A
USGS	06933500	2012-09-03	1.41	A	510	A
USGS	06933500	2012-09-04	1.40	A	505	A
USGS	06933500	2012-09-05	1.39	A	501	A
USGS	06933500	2012-09-06	1.38	A	500	A
USGS	06933500	2012-09-07	1.43	A	519	A
USGS	06933500	2012-09-08	1.47	A	539	A
USGS	06933500	2012-09-09	1.45	A	535	A
USGS	06933500	2012-09-10	1.42	A	515	A
USGS	06933500	2012-09-11	1.41	A	510	A
USGS	06933500	2012-09-12	1.40	A	502	A
USGS	06933500	2012-09-13	1.38	A	495	A
USGS	06933500	2012-09-14	1.37	A	494	A
USGS	06933500	2012-09-15	1.40	A	521	A
USGS	06933500	2012-09-16	1.48	A	549	A
USGS	06933500	2012-09-17	1.44	A	533	A
USGS	06933500	2012-09-18	1.45	A	534	A
USGS	06933500	2012-09-19	1.45	A	533	A
USGS	06933500	2012-09-20	1.45	A	536	A
USGS	06933500	2012-09-21	1.48	A	566	A
USGS	06933500	2012-09-22	1.53	A	593	A
USGS	06933500	2012-09-23	1.54	A	592	A
USGS	06933500	2012-09-24	1.52	A	573	A
USGS	06933500	2012-09-25	1.49	A	558	A
USGS	06933500	2012-09-26	1.51	A	571	A
USGS	06933500	2012-09-27	1.50	A	565	A
USGS	06933500	2012-09-28	1.50	A	568	A
USGS	06933500	2012-09-29	1.54	A	688	A
USGS	06933500	2012-09-30	1.90	A	821	A
USGS	06933500	2012-10-01	1.74	A	720	A
USGS	06933500	2012-10-02	1.66	A	664	A
USGS	06933500	2012-10-03	1.59	A	621	A
USGS	06933500	2012-10-04	1.55	A	595	A
USGS	06933500	2012-10-05	1.53	A	603	A
USGS	06933500	2012-10-06	1.57	A	614	A
USGS	06933500	2012-10-07	1.55	A	595	A
USGS	06933500	2012-10-08	1.52	A	582	A
USGS	06933500	2012-10-09	1.53	A	581	A
USGS	06933500	2012-10-10	1.52	A	572	A
USGS	06933500	2012-10-11	1.48	A	555	A
USGS	06933500	2012-10-12	1.49	A	559	A
USGS	06933500	2012-10-13	1.48	A	557	A
USGS	06933500	2012-10-14	1.63	A	671	A
USGS	06933500	2012-10-15	1.71	A	708	A
USGS	06933500	2012-10-16	1.72	A	718	A
USGS	06933500	2012-10-17	1.73	A	954	A
USGS	06933500	2012-10-18	2.38	A	1260	A
USGS	06933500	2012-10-19	2.32	A	1180	A
USGS	06933500	2012-10-20	2.18	A	1060	A
USGS	06933500	2012-10-21	2.07	A	970	A
USGS	06933500	2012-10-22	1.99	A	908	A
USGS	06933500	2012-10-23	2.00	A	914	A
USGS	06933500	2012-10-24	1.95	A	874	A
USGS	06933500	2012-10-25	1.89	A	842	A
USGS	06933500	2012-10-26	1.89	A	837	A
USGS	06933500	2012-10-27	1.90	A	839	A
USGS	06933500	2012-10-28	1.87	A	821	A
USGS	06933500	2012-10-29	1.86	A	819	A
USGS	06933500	2012-10-30	1.89	A	841	A
USGS	06933500	2012-10-31	1.89	A	834	A
USGS	06933500	2012-11-01	1.86	A	809	A
USGS	06933500	2012-11-02	1.82	A	782	A
USGS	06933500	2012-11-03	1.79	A	759	A
USGS	06933500	2012-11-04	1.75	A	729	A
USGS	06933500	2012-11-05	1.72	A	715	A
USGS	06933500	2012-11-06	1.73	A	712	A
USGS	06933500	2012-11-07	1.69	A	687	A
USGS	06933500	2012-11-08	1.66	A	669	A
USGS	06933500	2012-11-09	1.64	A	655	A
USGS	06933500	2012-11-10	1.64	A	652	A
USGS	06933500	2012-11-11	1.61	A	660	A
USGS	06933500	2012-11-12	1.72	A	709	A
USGS	06933500	2012-11-13	1.69	A	689	A
USGS	06933500	2012-11-14	1.67	A	687	A
USGS	06933500	2012-11-15	1.72	A	722	A
USGS	06933500	2012-11-16	1.76	A	743	A
USGS	06933500	2012-11-17	1.76	A	743	A
USGS	06933500	2012-11-18	1.79	A	766	A
USGS	06933500	2012-11-19	1.81	A	780	A
USGS	06933500	2012-11-20	1.80	A	770	A
USGS	06933500	2012-11-21	1.77	A	749	A
USGS	06933500	2012-11-22	1.75	A	732	A
USGS	06933500	2012-11-23	1.73	A	722	A
USGS	06933500	2012-11-24	1.70	A	698	A
USGS	06933500	2012-11-25	1.68	A	687	A
USGS	06933500	2012-11-26	1.67	A	677	A
USGS	06933500	2012-11-27	1.65	A	661	A
USGS	06933500	2012-11-28	1.63	A	651	A
USGS	06933500	2012-11-29	1.62	A	641	A
USGS	06933500	2012-11-30	1.61	A	636	A
USGS	06933500	2012-12-01	1.60	A	631	A
USGS	06933500	2012-12-02	1.60	A	631	A
USGS	06933500	2012-12-03	1.60	A	630	A
USGS	06933500	2012-12-04	1.72	A	704	A
USGS	06933500	2012-12-05	1.73	A	717	A
USGS	06933500	2012-12-06	1.69	A	690	A
USGS	06933500	2012-12-07	1.68	A	684	A
USGS	06933500	2012-12-08	1.68	A	682	A
USGS	06933500	2012-12-09	1.67	A	683	A
USGS	06933500	2012-12-10	1.68	A	683	A
USGS	06933500	2012-12-11	1.67	A	679	A
USGS	06933500	2012-12-12	1.67	A	679	A
USGS	06933500	2012-12-13	1.66	A	673	A
USGS	06933500	2012-12-14	1.65	A	666	A
USGS	06933500	2012-12-15	1.67	A	680	A
USGS	06933500	2012-12-16	1.67	A	676	A
USGS	06933500	2012-12-17	1.65	A	662	A
USGS	06933500	2012-12-18	1.63	A	651	A
USGS	06933500	2012-12-19	1.61	A	638	A
USGS	06933500	2012-12-20	1.75	A	742	A
USGS	06933500	2012-12-21	1.73	A	717	A
USGS	06933500	2012-12-22	1.68	A	679	A
USGS	06933500	2012-12-23	1.67	A	676	A
USGS	06933500	2012-12-24	1.67	A	679	A
USGS	06933500	2012-12-25	1.67	A	676	A
USGS	06933500	2012-12-26	1.67	A	679	A
USGS	06933500	2012-12-27	1.67	A	683	A
USGS	06933500	2012-12-28	1.68	A	687	A
USGS	06933500	2012-12-29	1.68	A	688	A
USGS	06933500	2012-12-30	1.67	A	675	A
USGS	06933500	2012-12-31	1.66	A	678	A
USGS	06933500	2013-01-01	1.68	A	681	A
USGS	06933500	2013-01-02	1.65	A	661	A
USGS	06933500	2013-01-03	1.63	A	648	A
USGS	06933500	2013-01-04	1.61	A	638	A
USGS	06933500	2013-01-05	1.60	A	630	A
USGS	06933500	2013-01-06	1.60	A	623	A
USGS	06933500	2013-01-07	1.58	A	614	A
USGS	06933500	2013-01-08	1.57	A	608	A
USGS	06933500	2013-01-09	1.56	A	605	A
USGS	06933500	2013-01-10	1.57	A	615	A
USGS	06933500	2013-01-11	1.59	A	623	A
USGS	06933500	2013-01-12	1.59	A	625	A
USGS	06933500	2013-01-13	1.63	A	650	A
USGS	06933500	2013-01-14	1.63	A	650	A
USGS	06933500	2013-01-15	1.63	A	665	A
USGS	06933500	2013-01-16	1.87	A	820	A
USGS	06933500	2013-01-17	1.86	A	814	A
USGS	06933500	2013-01-18	1.82	A	782	A
USGS	06933500	2013-01-19	1.80	A	781	A
USGS	06933500	2013-01-20	1.85	A	806	A
USGS	06933500	2013-01-21	1.84	A	800	A
USGS	06933500	2013-01-22	1.81	A	778	A
USGS	06933500	2013-01-23	1.79	A	756	A
USGS	06933500	2013-01-24	1.75	A	734	A
USGS	06933500	2013-01-25	1.73	A	715	A
USGS	06933500	2013-01-26	1.70	A	696	A
USGS	06933500	2013-01-27	1.69	A	688	A
USGS	06933500	2013-01-28	1.68	A	682	A
USGS	06933500	2013-01-29	1.66	A	744	A
USGS	06933500	2013-01-30	3.49	A	2420	A
USGS	06933500	2013-01-31	7.20	A	8420	A
USGS	06933500	2013-02-01	7.46	A	9540	A
USGS	06933500	2013-02-02	6.43	A	6830	A
USGS	06933500	2013-02-03	4.90	A	4400	A
USGS	06933500	2013-02-04	4.18	A	3350	A
USGS	06933500	2013-02-05	3.72	A	2750	A
USGS	06933500	2013-02-06	3.39	A	2310	A
USGS	06933500	2013-02-07	3.11	A	2020	A
USGS	06933500	2013-02-08	2.96	A	1820	A
USGS	06933500	2013-02-09	2.76	A	1630	A
USGS	06933500	2013-02-10	2.72	A	1600	A
USGS	06933500	2013-02-11	2.74	A	1620	A
USGS	06933500	2013-02-12	2.74	A	1710	A
USGS	06933500	2013-02-13	3.08	A	2100	A
USGS	06933500	2013-02-14	3.51	A	2520	A
USGS	06933500	2013-02-15	3.46	A	2450	A
USGS	06933500	2013-02-16	3.31	A	2260	A
USGS	06933500	2013-02-17	3.15	A	2050	A
USGS	06933500	2013-02-18	2.99	A	1890	A
USGS	06933500	2013-02-19	2.90	A	1750	A
USGS	06933500	2013-02-20	2.74	A	1600	A
USGS	06933500	2013-02-21	2.63	A	1550	A
USGS	06933500	2013-02-22	2.64	A	1490	A
USGS	06933500	2013-02-23	2.53	A	1400	A
USGS	06933500	2013-02-24	2.48	A	1350	A
USGS	06933500	2013-02-25	2.53	A	1450	A
USGS	06933500	2013-02-26	5.07	A	4790	A
USGS	06933500	2013-02-27	8.47	A	12400	A
USGS	06933500	2013-02-28	9.48	A	14100	A
USGS	06933500	2013-03-01	8.20	A	10200	A
USGS	06933500	2013-03-02	6.31	A	6780	A
USGS	06933500	2013-03-03	5.42	A	5320	A
USGS	06933500	2013-03-04	4.85	A	4430	A
USGS	06933500	2013-03-05	4.62	A	4050	A
USGS	06933500	2013-03-06	4.30	A	3600	A
USGS	06933500	2013-03-07	4.06	A	3230	A
USGS	06933500	2013-03-08	3.82	A	2900	A
USGS	06933500	2013-03-09	3.63	A	2660	A
USGS	06933500	2013-03-10	3.61	A	3490	A
USGS	06933500	2013-03-11	5.26	A	5950	A
USGS	06933500	2013-03-12	7.69	A	9720	A
USGS	06933500	2013-03-13	7.70	A	9180	A
USGS	06933500	2013-03-14	6.13	A	6450	A
USGS	06933500	2013-03-15	5.23	A	5000	A
USGS	06933500	2013-03-16	4.66	A	4110	A
USGS	06933500	2013-03-17	4.59	A	7580	A
USGS	06933500	2013-03-18	11.69	A	19700	A
USGS	06933500	2013-03-19	11.92	A	19800	A
USGS	06933500	2013-03-20	9.83	A	13600	A
USGS	06933500	2013-03-21	7.31	A	8620	A
USGS	06933500	2013-03-22	6.18	A	6610	A
USGS	06933500	2013-03-23	5.51	A	5510	A
USGS	06933500	2013-03-24	5.12	A	4960	A
USGS	06933500	2013-03-25	4.97	A	4830	A
USGS	06933500	2013-03-26	5.69	A	6130	A
USGS	06933500	2013-03-27	6.10	A	6510	A
USGS	06933500	2013-03-28	5.60	A	5630	A
USGS	06933500	2013-03-29	5.21	A	5290	A
USGS	06933500	2013-03-30	5.59	A	5840	A
USGS	06933500	2013-03-31	5.71	A	5940	A
USGS	06933500	2013-04-01	5.55	A	5700	A
USGS	06933500	2013-04-02	5.41	A	5460	A
USGS	06933500	2013-04-03	5.17	A	4950	A
USGS	06933500	2013-04-04	4.76	A	4290	A
USGS	06933500	2013-04-05	4.41	A	3760	A
USGS	06933500	2013-04-06	4.14	A	3360	A
USGS	06933500	2013-04-07	3.93	A	3060	A
USGS	06933500	2013-04-08	3.80	A	2890	A
USGS	06933500	2013-04-09	3.99	A	3150	A
USGS	06933500	2013-04-10	3.95	A	3410	A
USGS	06933500	2013-04-11	5.46	A	6140	A
USGS	06933500	2013-04-12	7.32	A	8420	A
USGS	06933500	2013-04-13	6.89	A	7610	A
USGS	06933500	2013-04-14	5.65	A	5650	A
USGS	06933500	2013-04-15	4.93	A	4540	A
USGS	06933500	2013-04-16	4.45	A	3810	A
USGS	06933500	2013-04-17	4.13	A	3310	A
USGS	06933500	2013-04-18	3.99	A	4770	A
USGS	06933500	2013-04-19	6.76	A	11400	A
USGS	06933500	2013-04-20	12.39	A	19800	A
USGS	06933500	2013-04-21	10.89	A	15300	A
USGS	06933500	2013-04-22	7.00	A	8040	A
USGS	06933500	2013-04-23	5.89	A	6440	A
USGS	06933500	2013-04-24	6.00	A	6430	A
USGS	06933500	2013-04-25	5.85	A	6160	A
USGS	06933500	2013-04-26	5.69	A	5910	A
USGS	06933500	2013-04-27	6.01	A	7250	A
USGS	06933500	2013-04-28	10.44	A	18400	A
USGS	06933500	2013-04-29	12.17	A	21100	A
USGS	06933500	2013-04-30	10.09	A	14200	A
USGS	06933500	2013-05-01	7.52	A	9070	A
USGS	06933500	2013-05-02	6.46	A	7110	A
USGS	06933500	2013-05-03	5.81	A	6130	A
USGS	06933500	2013-05-04	5.72	A	5980	A
USGS	06933500	2013-05-05	5.70	A	5930	A
USGS	06933500	2013-05-06	5.61	A	5700	A
USGS	06933500	2013-05-07	5.26	A	5120	A
USGS	06933500	2013-05-08	4.92	A	4580	A
USGS	06933500	2013-05-09	4.63	A	4130	A
USGS	06933500	2013-05-10	4.83	A	4170	A
USGS	06933500	2013-05-11	4.33	A	3640	A
USGS	06933500	2013-05-12	4.10	A	3440	A
USGS	06933500	2013-05-13	4.14	A	3330	A
USGS	06933500	2013-05-14	3.87	A	2970	A
USGS	06933500	2013-05-15	3.65	A	2690	A
USGS	06933500	2013-05-16	3.49	A	2470	A
USGS	06933500	2013-05-17	3.33	A	2280	A
USGS	06933500	2013-05-18	3.20	A	2110	A
USGS	06933500	2013-05-19	3.08	A	1980	A
